Macro Name,Name,Type,Size,Mk Level,Description,Hull,Price Min,Price Avg,Price Max,Tags,Damage Hull,Damage Shield,Fire Rate,Reload Time,Projectile Speed,Projectile Lifetime,Range Max,Heat Per Shot,Heat Dissipation,Overheat Time,Rotation Speed,DPS Hull,DPS Shield
turret_bor_l_flak_01_mk1_macro,Ion Flak Turret,turret,l,1,"Modern Flak Turret technology has not yet been fully exploited throughout the known systems, and it is jealously guarded by those who have access to it. It is a highly effective weapon at close quarters, particularly against fighters, due to its blast damage radius.\n\nThe large Boron Flak Turret follows Boron armament doctrine in proving more effective against shields than hull. Its projectiles are primed to detonate at a target location, regardless of actual impact. This can lead to target ships being caught by its explosion, even if they narrowly avoid a direct impact, turning near misses into hits.",2100,105154,126692,148229,,50.0,50.0,0.4,0.0,4660.0,0.0,5825.0,0.0,0.0,0.0,50.0,20.0,20.0
turret_bor_l_disruptor_01_mk1_macro,Ion Net Launcher,turret,l,1,"The Ion Net Launcher is a utility armament developed by the Royal Boron Military Defence, a government research organisation known for their experimental engineering. The Net Launcher fires a burst of fast projectiles, which, independent of enemy contact, explode near their predetermined target position. Each explosion casts a wide net, impairing the mobility of ships caught within. While the nets can prove useful in simultaneously compromising multiple attackers, they are less so during tumultuous dogfights, as allied ships closely engaged with hostiles could be impaired along with their enemies. This makes a military application within some fleet compositions difficult, and civilian ships operating in remote systems lack the necessary interface to field such a large turret.)",2100,106913,128811,150709,,400.0,400.0,2.5,0.0,7100.0,0.0,10650.0,0.0,0.0,0.0,25.0,1000.0,1000.0
turret_kha_l_beam_01_mk1_macro,Kyon Turret,turret,l,1,"The Kyon Turret, evolved from the dreaded Kyon Beams that haunt the nightmares of spacefaring civilisations. This formidable turret variant embodies the relentless and insidious nature of its creators.\n\nThough individually the damage of a single Kyon beam may appear modest for its size, its true potency lies in its ability to saturate the battlefield with a relentless barrage of energy pulses. Where Kha'ak vessels swarm, these turrets serve as harbingers of chaos, inflicting unavoidable damage on any who oppose them.",2300,0,0,0,,1600.0,1600.0,0.0,0.0,16000.0,0.0,24000.0,0.0,0.0,0.0,20.0,0.0,0.0
turret_bor_l_mining_01_mk1_macro,Mining Turret,turret,l,1,No information available(No information available),2100,49166,54629,60092,,2.0,2.0,0.0,0.0,7000.0,0.0,28000.0,0.0,0.0,0.0,40.0,0.0,0.0
turret_arg_l_mining_01_mk1_macro,Mining Turret,turret,l,1,No information available(No information available),2300,49166,54629,60092,,2.0,2.0,0.0,0.0,7000.0,0.0,28000.0,0.0,0.0,0.0,40.0,0.0,0.0
turret_par_l_mining_01_mk1_macro,Mining Turret,turret,l,1,No information available(No information available),3450,49166,54629,60092,,2.0,2.0,0.0,0.0,7000.0,0.0,28000.0,0.0,0.0,0.0,20.0,0.0,0.0
turret_spl_l_mining_01_mk1_macro,Mining Turret,turret,l,1,No information available(No information available),2000,30723,50969,71387,,2.0,2.0,0.0,0.0,7000.0,0.0,28000.0,0.0,0.0,0.0,30.0,0.0,0.0
turret_tel_l_mining_01_mk1_macro,Mining Turret,turret,l,1,No information available(No information available),3450,49163,54626,60088,,2.0,2.0,0.0,0.0,7000.0,0.0,28000.0,0.0,0.0,0.0,20.0,0.0,0.0
turret_ter_l_mining_01_mk1_macro,Mining Turret,turret,l,1,No information available(No information available),3600,118070,131189,144308,,2.0,2.0,0.0,0.0,7000.0,0.0,28000.0,0.0,0.0,0.0,20.0,0.0,0.0
turret_bor_l_laser_01_mk1_macro,Phase Turret,turret,l,1,"Boron Phase weaponry is an iteration of particle accelerator weapons first developed by the Paranid and Argon. The fired energy pulses, consisting of highly accelerated and polarised particles, prove effective against hull, while less so against shielded targets. This puts Phase weaponry in a unique position among the Boron arsenal, which otherwise tends towards primarily impairing shields and mobility. As a necessary last resort against undeterrable hostiles, Phase armaments are widely available as either weapons or turrets in various sizes, and form the backbone of Boron weaponry and fleet compositions.",2100,58702,70725,82748,,200.0,200.0,0.8,0.0,3000.0,0.0,7200.0,0.0,0.0,0.0,25.0,160.0,160.0
turret_arg_l_plasma_01_mk1_macro,Plasma Turret,turret,l,1,"The greatest strength of the Plasma Turret is that it is an intrinsically ""cool"" technology, negating the need for the integrated cooling systems that are a feature of most armaments. This allows this otherwise relatively slow turret to be a constant threat to larger adversaries.\n\nThe Large Plasma Turret implementation is a preferred choice for capital ships, where the number of emplacements can offset the limitations in manoeuvrability.",2300,93055,103395,113734,,2420.0,2420.0,0.0,0.0,440.0,0.0,8568.56,0.0,0.0,0.0,40.0,0.0,0.0
turret_par_l_plasma_01_mk1_macro,Plasma Turret,turret,l,1,"The greatest strength of the Plasma Turret is that it is an intrinsically ""cool"" technology, negating the need for the integrated cooling systems that are a feature of most armaments. This allows this otherwise relatively slow turret to be a constant threat to larger adversaries.(same description a Argon L Plasma Turret)",3450,93055,103395,113734,,3751.0,3751.0,0.0,0.0,572.0,0.0,8911.188,0.0,0.0,0.0,20.0,0.0,0.0
turret_spl_l_plasma_01_mk1_macro,Plasma Turret,turret,l,1,"The greatest strength of the Plasma Turret is that it is an intrinsically ""cool"" technology, negating the need for the integrated cooling systems that are a feature of most armaments. This allows this otherwise relatively slow turret to be a constant threat to larger adversaries.(same description a Argon L Plasma Turret)",2000,59861,96290,132964,,1985.0,1985.0,0.0,0.0,440.0,0.0,6854.76,0.0,0.0,0.0,30.0,0.0,0.0
turret_tel_l_plasma_01_mk1_macro,Plasma Turret,turret,l,1,"The greatest strength of the Plasma Turret is that it is an intrinsically ""cool"" technology, negating the need for the integrated cooling systems that are a feature of most armaments. This allows this otherwise relatively slow turret to be a constant threat to larger adversaries.(same description a Argon L Plasma Turret)",3450,93050,103389,113728,,1855.0,1855.0,0.0,0.0,440.0,0.0,8568.56,0.0,0.0,0.0,20.0,0.0,0.0
turret_arg_l_laser_01_mk1_macro,Pulse Turret,turret,l,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.\n\nThe Large Pulse Turret improves on the performance of the medium-class version. In this format, its ability to inflict damage on all classes of target make it a true all-rounder.",2300,52289,58099,63909,,367.0,367.0,0.0,0.0,2041.0,0.0,6569.978999999999,0.0,0.0,0.0,40.0,0.0,0.0
turret_par_l_laser_01_mk1_macro,Pulse Turret,turret,l,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.(same description as Argon L Pulse Turret)",3450,52289,58099,63909,,501.0,501.0,0.0,0.0,2653.0,0.0,6831.475,0.0,0.0,0.0,20.0,0.0,0.0
turret_spl_l_laser_01_mk1_macro,Pulse Turret,turret,l,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.(same description as Argon L Pulse Turret)",2000,33835,55193,76716,,334.0,334.0,0.0,0.0,1837.0,0.0,5913.303,0.0,0.0,0.0,30.0,0.0,0.0
turret_tel_l_laser_01_mk1_macro,Pulse Turret,turret,l,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.(same description as Argon L Pulse Turret)",3450,52286,58096,63906,,293.0,293.0,0.0,0.0,2041.0,0.0,6569.978999999999,0.0,0.0,0.0,20.0,0.0,0.0
turret_ter_l_laser_01_mk1_macro,Pulse Turret,turret,l,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.(same description as Argon L Pulse Turret)",3600,125573,139526,153479,,619.0,619.0,0.0,0.0,2449.0,0.0,6063.724,0.0,0.0,0.0,20.0,0.0,0.0
turret_xen_l_plasma_01_mk1_macro,Seismic Charge Turret,turret,l,1,"Originally designed to break apart asteroids as part of the historic terraforming projects, the Xenon have since repurposed the Seismic Charge Turret for the rigours of interstellar conflict.\n\nHarnessing the power of controlled energy manipulation, the Seismic Charge Turret propels a volatile sphere of concentrated energy towards its target. Upon nearing its mark, the energy sphere detonates with explosive force, unleashing a concussive shockwave that reverberates through the void.\n\nOperating at a measured pace, the Seismic Charge Turret trades sheer volume of fire for precision and impact. Its deliberate rate of fire, coupled with the potent explosive capabilities of each projectile, renders it most effective against medium and large ships, where its concussive force can inflict significant damage and disrupt enemy formations.",3500,25730,31000,36270,,3500.0,3500.0,0.25,0.0,1100.0,0.0,5500.0,0.0,0.0,0.0,25.0,875.0,875.0
turret_arg_l_guided_01_mk1_macro,Tracking Turret,turret,l,1,No information available(No information available),5000,78261,86957,95652,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
turret_par_l_guided_01_mk1_macro,Tracking Turret,turret,l,1,No information available(No information available),7500,78261,86957,95652,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
turret_spl_l_guided_01_mk1_macro,Tracking Turret,turret,l,1,No information available(No information available),4250,51277,82314,113573,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
turret_tel_l_guided_01_mk1_macro,Tracking Turret,turret,l,1,No information available(No information available),7500,78257,86952,95647,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
turret_ter_l_guided_01_mk1_macro,Tracking Turret,turret,l,1,No information available(No information available),7800,187858,208731,229604,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
turret_pir_l_battleship_01_laser_01_mk1_macro,Turret,turret,l,1,"The Erlking L Turret fires a single high speed projectile, superheated and accelerated by a custom pulsed laser. While fixed weapons usually outperform their turret counterparts of the same size, the Erlking's turrets are an unusual exception; the damage from this turret is comparable to, and might even exceed, that of L Pulse Laser weapons at close range. Over distance, however, the damage output falls off steeply, and at maximum range barely matches that of a standard L Pulse Laser turret. Although the Erlking is perfectly capable of defending itself at a distance, the high damage output of its turrets at short range makes it much more dangerous at close proximity, meaning that aggressive manoeuvres by the Erlking's pilot are rewarded. This exceptional performance is attributed to the Erlking's power core, from which the turrets draw energy.\n\nBoso Ta commented that this turret employs electronic redundancies designed to be especially robust against internal radiation damage, and that this is necessary due to its slight but continuous exposure to the power core.",4140,12105,14242,16378,,2652.0,2652.0,0.0,0.0,2040.9,0.0,9220.7862,0.0,0.0,0.0,76.5,0.0,0.0
turret_bor_m_arc_01_mk1_macro,Arc Turret,turret,m,1,"Boron Arc weaponry is a utility armament developed to not only inflict damage, but to also impair the target's mobility. The Arc launches ignited ion particles which cause an electrical discharge on impact. This compromises ship systems and is especially effective for depleting shields, while also inflicting considerable hull damage to unshielded targets. The turret variant has been praised as useful for civilian ships, which don't aim to destroy attackers but attempt to shake them off. Arc weaponry was developed and cleared for field use by the Royal Boron Military Defence, but is still considered somewhat experimental.)",0,31707,38201,44696,,90.0,90.0,1.1,0.0,3300.0,0.0,2376.0,0.0,0.0,0.0,120.0,99.00000000000001,99.00000000000001
turret_bor_m_arc_02_mk1_macro,Arc Turret,turret,m,1,"Boron Arc weaponry is a utility armament developed to not only inflict damage, but to also impair the target's mobility. The Arc launches ignited ion particles which cause an electrical discharge on impact. This compromises ship systems and is especially effective for depleting shields, while also inflicting considerable hull damage to unshielded targets. The turret variant has been praised as useful for civilian ships, which don't aim to destroy attackers but attempt to shake them off. Arc weaponry was developed and cleared for field use by the Royal Boron Military Defence, but is still considered somewhat experimental.)",600,31707,38201,44696,,90.0,90.0,1.1,0.0,3300.0,0.0,2376.0,0.0,0.0,0.0,120.0,99.00000000000001,99.00000000000001
turret_arg_m_beam_01_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.",0,45385,50428,55471,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,120.0,0.0,0.0
turret_arg_m_beam_02_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.",500,45385,50428,55471,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,120.0,0.0,0.0
turret_par_m_beam_01_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",0,45385,50428,55471,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_par_m_beam_02_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",750,45385,50428,55471,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_spl_m_beam_01_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",0,32650,51180,69808,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,90.0,0.0,0.0
turret_spl_m_beam_02_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",425,32650,51180,69808,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,90.0,0.0,0.0
turret_tel_m_beam_01_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",0,45384,50426,55469,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_tel_m_beam_02_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",750,45384,50426,55469,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_ter_m_beam_01_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",0,108959,121065,133172,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,75.0,0.0,0.0
turret_ter_m_beam_02_mk1_macro,Beam Turret,turret,m,1,"Considered to be an entry-level option, the Beam Turret is generally preferred by captains with tight budgetary considerations. That said, the weapon boasts a high level of accuracy, albeit with limits to the amount of damage it can inflict.(same description as Argon M Beam Turret)",800,108959,121065,133172,,72.0,72.0,0.0,0.0,299792500.0,0.0,299792500.0,0.0,0.0,0.0,75.0,0.0,0.0
turret_arg_m_gatling_01_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.",0,24665,27406,30147,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,180.0,90.0,90.0
turret_arg_m_gatling_02_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.",500,24665,27406,30147,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,180.0,90.0,90.0
turret_par_m_gatling_01_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",0,24665,27406,30147,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,90.0,90.0,90.0
turret_par_m_gatling_02_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",750,24665,27406,30147,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,90.0,90.0,90.0
turret_spl_m_gatling_01_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",0,15116,24972,34901,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,135.0,90.0,90.0
turret_spl_m_gatling_02_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",425,15116,24972,34901,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,135.0,90.0,90.0
turret_tel_m_gatling_01_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",0,24664,27404,30145,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,90.0,90.0,90.0
turret_tel_m_gatling_02_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",750,24664,27404,30145,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,90.0,90.0,90.0
turret_ter_m_gatling_01_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",0,59203,65782,72360,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,95.0,90.0,90.0
turret_ter_m_gatling_02_mk1_macro,Bolt Turret,turret,m,1,"Considered to be a support weapon, some captains exclusively train the Bolt Turret on medium-sized targets due to its relatively poor rotation speed. More advanced tactics include their use in suppressing shield recharge and inhibiting the activation of travel drives.(same description as Argon Bolt Turret)",800,54862,60958,67054,,9.0,9.0,10.0,0.0,1074.0,0.0,3301.4759999999997,0.0,0.0,0.0,95.0,90.0,90.0
turret_bor_m_dumbfire_01_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),600,23749,27436,28233,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
turret_arg_m_dumbfire_01_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),0,22865,25406,27946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
turret_arg_m_dumbfire_02_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),1100,22865,25406,27946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
turret_par_m_dumbfire_01_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),0,22865,25406,27946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_par_m_dumbfire_02_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),1650,22865,25406,27946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_spl_m_dumbfire_01_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),0,15800,26066,36406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
turret_spl_m_dumbfire_02_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),1000,15800,26066,36406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
turret_tel_m_dumbfire_01_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),0,22865,25405,27946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_tel_m_dumbfire_02_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),1650,22865,25405,27946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_ter_m_dumbfire_01_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),0,54983,61092,67201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
turret_ter_m_dumbfire_02_mk1_macro,Dumbfire Turret,turret,m,1,No information available(No information available),1700,54983,61092,67201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
turret_ter_m_laser_03_mk1_macro,Electromagnetic Turret,turret,m,1,"The use of electromagnetic weaponry has provided the Earth Fleet with near-unparalleled firepower for their ships. These weapons use powerful electromagnetic field generators to propel spheres of plasma at high speeds, with devastating results.\n\nThe Electromagnetic Turret was long considered an unstable prototype, as the cooling and containment required to generate the plasma safely was not considered possible in the form factor of a turret, because of the requirement for high mobility. Since its release, the turret has proven itself countless times in defending against smaller, agile ships.",2100,43104,51933,60762,,200.0,200.0,1.1,0.0,1800.0,0.0,3960.0000000000005,0.0,0.0,0.0,40.0,220.00000000000003,220.00000000000003
turret_ter_m_laser_04_mk1_macro,Electromagnetic Turret,turret,m,1,"The use of electromagnetic weaponry has provided the Earth Fleet with near-unparalleled firepower for their ships. These weapons use powerful electromagnetic field generators to propel spheres of plasma at high speeds, with devastating results.\n\nThe Electromagnetic Turret was long considered an unstable prototype, as the cooling and containment required to generate the plasma safely was not considered possible in the form factor of a turret, because of the requirement for high mobility. Since its release, the turret has proven itself countless times in defending against smaller, agile ships.",800,43104,51933,60762,,200.0,200.0,1.1,0.0,1800.0,0.0,3960.0000000000005,0.0,0.0,0.0,110.0,220.00000000000003,220.00000000000003
